# Simulated BNS merger with GW detection; this is based on Patricelli et al . 2016, 2018
#run	MergerID	RA	Dec	Distance	redshift	theta	n det	SNR	90%C.R.	50%C.R.
# 
run0630	MergerID000118	-24.427	-47.307	1.948574e+05	0.044	27.950	2	20.020	540.453	153.263
run0630	MergerID000126	-12.161	-35.186	1.796395e+05	0.041	52.802	2	16.850	757.436	194.637
run0630	MergerID000147	-24.899	-66.017	8.303125e+04	0.019	47.909	2	33.330	307.365	85.293
run0630	MergerID000174	132.755	-5.360	1.237977e+05	0.028	32.018	2	22.500	547.731	153.787
run0630	MergerID000185	90.170	6.324	1.522414e+05	0.034	45.432	2	12.050	1217.618	278.462
run0630	MergerID000226	-144.064	2.704	7.050828e+04	0.016	48.797	2	19.280	248.706	62.226
run0630	MergerID000260	-167.652	20.444	2.907342e+05	0.066	20.228	2	14.480	616.356	163.243
run0630	MergerID000273	-114.721	26.166	1.913029e+05	0.043	27.302	2	13.510	1251.544	270.397
run0630	MergerID000302	47.521	-28.240	1.852066e+05	0.042	34.599	2	13.570	751.404	220.288
run0630	MergerID000334	103.470	65.186	2.449593e+05	0.055	24.683	2	13.940	905.677	170.993
run0630	MergerID000352	35.842	-73.906	2.061635e+05	0.047	43.228	2	13.890	1034.285	269.898
run0630	MergerID000392	-0.414	-22.479	3.448701e+05	0.078	10.655	2	13.690	719.406	195.346
run0630	MergerID000395	-55.329	-67.146	2.403108e+05	0.054	30.794	2	15.060	956.532	213.561
run0630	MergerID000396	173.614	56.418	1.276266e+05	0.029	74.635	2	12.350	1318.530	351.769
run0631	MergerID000037	-164.356	41.195	6.727470e+04	0.015	75.420	2	17.840	416.539	107.259
run0631	MergerID000047	12.876	-4.178	2.402126e+05	0.054	22.600	2	12.180	1369.517	388.436
run0631	MergerID000057	153.694	18.846	2.421209e+05	0.055	60.042	2	12.730	1197.843	301.490
run0631	MergerID000094	-118.523	47.117	1.275393e+05	0.029	48.003	2	16.300	800.148	217.141
run0631	MergerID000097	-52.488	-43.415	2.142041e+05	0.048	57.080	2	12.470	1135.079	217.770
run0631	MergerID000118	12.228	-7.806	2.068995e+05	0.047	28.257	2	14.630	727.576	240.104
run0631	MergerID000123	26.504	-11.332	9.770956e+04	0.022	66.268	2	12.080	890.464	232.038
run0631	MergerID000151	-43.289	-5.658	2.173102e+05	0.049	32.178	2	15.750	1062.283	306.814
run0631	MergerID000167	-57.051	-75.477	9.971523e+04	0.023	70.817	2	19.450	373.420	116.504
run0631	MergerID000180	111.196	-8.673	2.002636e+05	0.045	32.016	2	12.030	1747.829	402.441
run0631	MergerID000186	72.476	11.235	7.878610e+04	0.018	48.981	2	13.110	463.736	80.221
run0631	MergerID000225	8.355	-19.801	6.903789e+04	0.016	67.964	2	21.680	320.072	83.838
run0631	MergerID000260	44.917	-60.308	1.157054e+05	0.026	84.683	2	13.900	1355.879	453.743
run0631	MergerID000267	154.359	-21.293	2.068775e+05	0.047	27.704	2	13.040	956.414	207.332
run0631	MergerID000281	176.249	34.940	1.694104e+05	0.038	13.377	2	25.380	295.812	79.287
run0631	MergerID000299	23.363	-49.704	1.314010e+05	0.030	48.251	2	20.170	559.927	159.400
run0631	MergerID000351	160.210	42.550	1.893540e+05	0.043	18.073	2	21.950	559.088	181.825
run0631	MergerID000361	159.142	0.705	1.116249e+05	0.025	36.833	2	26.040	314.184	72.127
run0631	MergerID000362	-23.433	-3.555	2.751283e+05	0.062	20.625	2	12.230	1339.250	368.660
run0632	MergerID000017	-43.981	-45.527	2.587628e+05	0.059	28.719	2	15.300	751.443	145.329
run0632	MergerID000043	-177.264	39.697	1.829131e+05	0.041	67.479	2	12.330	1282.546	333.304
run0632	MergerID000070	-25.827	-70.766	3.439206e+05	0.078	27.250	2	12.460	1266.468	274.488
run0632	MergerID000090	-26.073	-41.262	1.310238e+05	0.030	53.079	2	20.200	500.586	123.599
run0632	MergerID000123	-33.213	-47.586	8.837913e+04	0.020	85.269	2	16.840	686.280	169.354
run0632	MergerID000137	-7.547	-33.479	2.850549e+05	0.064	50.161	2	12.550	1593.137	535.469
run0632	MergerID000157	147.727	57.397	1.051127e+05	0.024	61.087	2	25.910	182.241	41.417
run0632	MergerID000176	135.401	57.831	2.907888e+05	0.066	30.829	2	13.970	988.740	241.769
run0632	MergerID000195	-179.734	50.050	2.796008e+05	0.063	43.343	2	12.660	1210.052	327.115
run0632	MergerID000216	154.850	-1.841	1.828106e+05	0.041	39.719	2	16.360	827.478	199.188
run0632	MergerID000267	-134.145	-44.086	1.980799e+05	0.045	11.651	2	12.080	883.396	256.286
run0632	MergerID000269	-35.436	-29.873	2.751134e+05	0.062	39.974	2	13.210	1152.455	331.993
run0632	MergerID000305	104.216	50.424	2.248703e+05	0.051	31.712	2	14.040	692.719	213.967
run0632	MergerID000320	-2.250	-32.446	3.717473e+05	0.084	28.579	2	12.520	1348.535	366.509
run0632	MergerID000331	-75.893	-32.075	1.870293e+05	0.042	38.010	2	15.440	568.648	159.820
run0632	MergerID000332	12.467	-19.454	2.766331e+05	0.063	15.221	2	12.960	753.489	183.556
run0632	MergerID000351	74.440	-12.812	1.298891e+05	0.029	57.868	2	13.040	1452.083	355.861
run0632	MergerID000360	44.614	54.599	8.581304e+04	0.019	71.634	2	17.140	430.505	114.891
run0633	MergerID000018	-53.637	4.689	1.087703e+05	0.025	48.900	2	19.320	700.089	169.393
run0633	MergerID000135	143.832	32.436	3.072334e+05	0.069	23.465	2	15.110	886.858	226.885
run0633	MergerID000147	176.874	-2.473	6.212222e+04	0.014	48.576	2	40.500	108.262	24.746
run0633	MergerID000164	-12.527	-27.608	2.592428e+05	0.059	19.933	2	15.530	802.811	172.147
run0633	MergerID000181	-5.420	-44.913	8.840944e+04	0.020	55.666	2	28.550	327.770	97.791
run0633	MergerID000203	177.893	58.890	1.989530e+05	0.045	58.229	2	12.370	1224.162	320.977
run0633	MergerID000216	160.900	32.422	1.064070e+05	0.024	30.844	2	36.060	164.141	37.253
run0633	MergerID000219	-27.161	-19.686	2.234835e+05	0.051	45.123	2	14.330	953.346	245.520
run0633	MergerID000226	146.269	63.499	5.784426e+04	0.013	62.505	2	43.450	70.642	19.153
run0633	MergerID000236	115.689	41.628	1.465948e+05	0.033	52.517	2	16.590	512.992	148.188
run0633	MergerID000241	155.873	70.725	2.563459e+05	0.058	22.857	2	15.950	639.830	198.860
run0633	MergerID000263	43.631	-11.623	9.087876e+04	0.021	48.389	2	20.020	236.058	58.151
run0633	MergerID000289	123.162	51.578	1.849644e+05	0.042	24.528	2	19.840	324.807	77.661
run0633	MergerID000294	-0.056	-41.178	2.018920e+05	0.046	26.225	2	17.740	664.039	173.144
run0633	MergerID000308	-55.541	-14.384	1.264957e+05	0.029	64.777	2	15.710	776.556	170.206
run0633	MergerID000360	-85.737	-38.652	1.790556e+05	0.040	39.825	2	14.390	611.504	164.344
run0634	MergerID000008	-141.613	32.353	2.123132e+05	0.048	25.468	2	13.220	865.535	271.144
run0634	MergerID000013	159.545	4.943	3.004715e+05	0.068	24.364	2	12.450	1541.415	469.060
run0634	MergerID000036	-2.496	-30.295	2.720144e+05	0.062	36.084	2	14.120	885.888	182.835
run0634	MergerID000049	-174.532	25.624	1.533899e+05	0.035	31.654	2	23.680	248.654	75.563
run0634	MergerID000072	162.571	0.943	5.892215e+04	0.013	53.024	2	43.320	99.928	26.087
run0634	MergerID000075	-70.639	2.599	9.030387e+04	0.020	26.630	2	27.980	222.252	36.244
run0634	MergerID000113	45.335	-27.877	1.495084e+05	0.034	20.645	2	19.110	273.669	55.747
run0634	MergerID000124	99.809	-4.842	6.031404e+04	0.014	68.205	2	24.870	470.621	93.607
run0634	MergerID000140	164.277	23.781	2.619729e+05	0.059	43.909	2	12.010	1323.815	334.760
run0634	MergerID000179	139.560	54.165	8.854676e+04	0.020	52.873	2	36.390	92.381	24.825
run0634	MergerID000192	102.897	53.897	1.475849e+05	0.033	43.026	2	20.500	362.903	75.759
run0634	MergerID000213	36.001	-78.162	1.210981e+05	0.027	54.770	2	16.940	599.859	178.219
run0634	MergerID000240	46.316	-63.919	1.424972e+05	0.032	81.092	2	13.450	1260.724	425.365
run0634	MergerID000246	-46.010	-51.108	2.346324e+05	0.053	21.758	2	18.480	410.388	126.222
run0634	MergerID000288	-27.031	-14.362	1.287699e+05	0.029	26.871	2	31.500	129.205	34.473
run0634	MergerID000289	-177.044	30.532	3.671857e+05	0.083	16.489	2	12.980	1017.526	269.649
run0634	MergerID000292	-26.446	8.064	1.472904e+05	0.033	58.475	2	13.310	1469.341	393.891
run0634	MergerID000297	-37.912	-36.800	1.662231e+05	0.038	60.286	2	15.130	881.114	236.182
run0634	MergerID000317	-50.731	-11.953	1.983952e+05	0.045	15.261	2	18.770	793.867	227.462
run0634	MergerID000339	-149.405	4.620	1.236221e+05	0.028	40.566	2	14.640	436.603	107.718
run0634	MergerID000341	-7.633	-63.342	2.830662e+05	0.064	15.006	2	15.430	838.848	215.830
run0634	MergerID000386	155.590	30.421	3.087449e+05	0.070	36.729	2	12.760	1156.547	303.772
run0634	MergerID000421	-156.185	47.253	2.779697e+05	0.063	20.017	2	13.710	1330.805	323.915
run0634	MergerID000426	86.207	-49.943	1.119629e+05	0.025	30.667	2	15.830	1006.759	284.940
run0635	MergerID000017	-6.879	-42.395	3.229050e+05	0.073	8.807	2	13.870	1046.442	300.205
run0635	MergerID000021	-173.996	-2.528	1.337102e+05	0.030	15.475	2	23.580	251.418	58.669
run0635	MergerID000075	16.015	-5.573	2.480998e+05	0.056	12.527	2	13.790	733.543	209.482
run0635	MergerID000103	139.736	36.037	1.638944e+05	0.037	29.958	2	23.660	358.378	76.258
run0635	MergerID000107	26.885	-53.800	8.860166e+04	0.020	85.176	2	15.090	920.810	216.984
run0635	MergerID000117	-136.360	7.822	1.716117e+05	0.039	10.102	2	12.540	677.638	184.618
run0635	MergerID000125	-177.702	-0.003	1.750864e+05	0.040	32.446	2	16.170	534.499	154.837
run0635	MergerID000187	88.045	58.074	1.501529e+05	0.034	21.216	2	21.460	291.773	75.602
run0635	MergerID000241	53.164	-44.349	1.272434e+05	0.029	64.924	2	16.030	1055.831	297.451
run0635	MergerID000242	-71.757	-8.407	2.353439e+05	0.053	27.018	2	12.200	1631.692	358.588
run0635	MergerID000266	129.707	41.104	1.465702e+05	0.033	60.984	2	17.280	522.618	166.285
run0635	MergerID000334	-91.725	-20.548	1.369915e+05	0.031	13.962	2	18.490	448.825	129.356
run0635	MergerID000404	-39.698	-41.485	1.564900e+05	0.035	72.318	2	15.160	872.997	217.784
run0636	MergerID000024	-82.710	-14.943	2.099970e+05	0.047	41.596	2	12.190	1021.709	274.698
run0636	MergerID000052	114.536	59.477	2.786405e+05	0.063	10.270	2	15.220	674.556	149.486
run0636	MergerID000156	-55.712	8.121	1.612476e+05	0.036	32.666	2	15.270	874.072	244.667
run0636	MergerID000167	-133.826	56.151	2.471240e+05	0.056	35.435	2	12.470	1426.170	470.057
run0636	MergerID000188	-60.524	-35.505	1.127743e+05	0.026	37.880	2	28.260	173.203	42.243
run0636	MergerID000246	-129.464	54.386	2.676057e+05	0.061	35.826	2	12.360	1954.662	584.463
run0636	MergerID000250	153.895	66.256	1.783170e+05	0.040	51.844	2	15.470	852.893	216.249
run0636	MergerID000251	-127.436	-34.661	9.941919e+04	0.022	49.134	2	12.780	521.870	97.870
run0636	MergerID000300	-14.114	9.379	1.806607e+05	0.041	25.147	2	18.390	436.223	134.877
run0636	MergerID000332	5.950	-43.301	2.966013e+05	0.067	15.952	2	12.820	1323.042	367.768
run0636	MergerID000333	-43.677	69.079	5.660918e+04	0.013	45.107	2	24.580	310.893	53.993
run0636	MergerID000339	-32.902	-25.094	1.095229e+05	0.025	72.355	2	15.640	827.163	219.580
run0636	MergerID000358	-105.547	-3.144	6.760290e+04	0.015	50.918	2	19.290	80.631	21.586
run0636	MergerID000367	-13.832	22.880	1.279470e+05	0.029	17.471	2	18.930	409.470	111.875
run0636	MergerID000371	176.178	14.004	2.359327e+05	0.053	47.593	2	13.050	1282.441	304.165
run0636	MergerID000401	86.112	-59.378	3.683391e+04	0.008	71.190	2	22.330	240.533	41.909
run0636	MergerID000417	164.975	-6.439	3.577326e+05	0.081	28.485	2	12.230	1722.598	463.343
run0637	MergerID000008	172.222	-53.281	7.064462e+04	0.016	37.482	2	24.330	317.358	79.707
run0637	MergerID000019	12.747	15.622	1.551664e+05	0.035	44.514	2	13.180	839.176	223.816
run0637	MergerID000049	-31.419	-42.116	2.373618e+05	0.054	27.873	2	14.710	915.066	237.048
run0637	MergerID000067	-10.143	-34.955	1.723599e+05	0.039	13.828	2	25.640	305.657	63.685
run0637	MergerID000070	88.928	52.367	1.742479e+05	0.039	10.487	2	17.990	362.719	87.155
run0637	MergerID000075	-56.657	-18.579	2.439672e+05	0.055	16.264	2	15.100	805.565	183.123
run0637	MergerID000089	31.749	-47.940	3.157925e+05	0.071	2.614	2	12.470	1691.754	494.239
run0637	MergerID000092	22.693	-28.724	1.439189e+05	0.033	50.469	2	17.710	470.857	125.081
run0637	MergerID000100	152.442	23.191	1.955712e+05	0.044	41.659	2	19.150	641.692	208.997
run0637	MergerID000115	-168.256	72.658	1.000885e+05	0.023	74.163	2	13.520	1372.822	453.900
run0637	MergerID000118	-71.102	-44.844	1.604964e+05	0.036	53.510	2	15.840	516.952	126.392
run0637	MergerID000130	166.781	17.370	2.583700e+05	0.058	54.833	2	12.140	1266.586	262.660
run0637	MergerID000136	120.225	24.479	1.394255e+05	0.032	33.099	2	24.730	266.374	65.032
run0637	MergerID000145	153.414	0.195	2.183055e+05	0.049	11.784	2	16.360	891.868	266.423
run0637	MergerID000146	144.781	14.973	1.725519e+05	0.039	63.029	2	13.870	1046.429	276.810
run0637	MergerID000169	150.647	16.082	1.695096e+05	0.038	45.237	2	20.260	694.371	209.141
run0637	MergerID000170	138.595	22.184	3.072594e+05	0.069	28.182	2	12.340	1682.679	575.283
run0637	MergerID000265	-159.670	27.260	1.781800e+05	0.040	55.240	2	13.100	837.746	193.562
run0637	MergerID000309	-154.806	-84.421	4.715667e+04	0.011	20.223	2	57.380	68.566	21.202
run0637	MergerID000336	-12.178	-66.447	1.780643e+05	0.040	45.206	2	17.360	703.958	194.296
run0637	MergerID000342	129.428	53.895	1.028353e+05	0.023	38.451	2	32.680	137.238	36.536
run0637	MergerID000370	143.799	57.980	2.384975e+05	0.054	40.212	2	13.490	1072.106	258.975
run0637	MergerID000393	148.511	29.587	4.249226e+05	0.096	3.735	2	12.680	1405.607	471.106
run0638	MergerID000019	148.804	24.432	3.483227e+05	0.079	25.542	2	13.050	1407.023	483.591
run0638	MergerID000041	165.802	-0.780	3.809101e+05	0.086	4.629	2	12.600	1478.626	385.393
run0638	MergerID000065	-21.362	-41.384	1.686144e+05	0.038	44.866	2	20.580	538.669	171.399
run0638	MergerID000071	144.686	29.996	3.043038e+05	0.069	43.669	2	12.670	1240.214	366.404
run0638	MergerID000186	55.155	44.631	8.604134e+04	0.019	46.579	2	20.540	285.307	77.202
run0638	MergerID000206	135.933	36.502	1.990243e+05	0.045	36.765	2	17.860	772.255	257.362
run0638	MergerID000229	43.975	-21.820	1.978621e+05	0.045	23.506	2	12.200	966.158	268.285
run0638	MergerID000262	-175.592	20.539	1.133210e+05	0.026	75.310	2	15.680	1039.977	277.754
run0638	MergerID000286	43.088	-77.147	1.444213e+05	0.033	51.175	2	17.040	647.331	145.670
run0638	MergerID000289	12.489	-42.020	3.785821e+05	0.086	17.692	2	12.280	1378.540	304.716
run0638	MergerID000316	-24.923	-53.353	2.750075e+05	0.062	14.250	2	15.060	968.532	236.261
run0638	MergerID000372	-62.857	-36.519	2.596249e+05	0.059	14.270	2	14.820	929.006	178.153
run0638	MergerID000382	-35.360	-2.179	1.297167e+05	0.029	14.965	2	27.640	240.497	66.317
run0639	MergerID000029	10.939	22.654	1.290286e+05	0.029	47.833	2	13.790	774.655	206.204
run0639	MergerID000052	51.066	75.258	1.136100e+05	0.026	30.531	2	24.580	268.482	82.933
run0639	MergerID000122	53.245	-33.486	1.076623e+05	0.024	70.097	2	15.400	587.309	182.441
run0639	MergerID000145	-141.242	39.464	2.384285e+05	0.054	36.133	2	12.840	1492.841	408.788
run0639	MergerID000179	-28.225	70.595	1.245041e+05	0.028	46.355	2	12.190	1714.152	437.797
run0639	MergerID000222	36.554	46.013	9.284098e+04	0.021	89.932	2	12.250	681.506	174.311
run0639	MergerID000247	137.227	-6.720	1.028070e+05	0.023	59.204	2	16.350	828.671	262.201
run0639	MergerID000254	-7.451	-17.743	2.372737e+05	0.054	37.866	2	12.320	1469.918	446.347
run0639	MergerID000256	141.588	-14.343	1.032688e+05	0.023	48.618	2	21.580	618.861	188.120
run0639	MergerID000271	161.456	-9.470	1.554120e+05	0.035	55.277	2	14.300	617.969	145.657
run0639	MergerID000278	-5.667	-67.131	2.151979e+05	0.049	41.895	2	15.310	1051.451	268.403
run0639	MergerID000326	128.156	2.368	1.657837e+05	0.037	56.754	2	14.120	1096.485	351.192
run0639	MergerID000328	-85.313	-30.457	2.392475e+05	0.054	21.005	2	12.110	959.103	245.625
run0639	MergerID000345	-43.539	1.780	1.284797e+05	0.029	59.772	2	13.040	1238.115	378.626
run0639	MergerID000386	91.936	39.823	2.735648e+05	0.062	18.916	2	12.390	990.288	231.029
run0639	MergerID000389	88.327	-3.067	2.553275e+05	0.058	19.462	2	12.020	1049.760	178.809
run0639	MergerID000415	-60.111	-43.429	2.794359e+05	0.063	41.574	2	13.890	1149.898	250.372
run0640	MergerID000005	31.314	-11.403	2.139705e+05	0.048	17.605	2	12.800	823.780	210.125
run0640	MergerID000011	43.455	-60.929	1.650502e+05	0.037	54.035	2	15.850	858.755	269.151
run0640	MergerID000029	-167.237	65.943	2.388772e+05	0.054	32.370	2	13.610	1063.962	297.267
run0640	MergerID000031	67.276	-67.162	9.396589e+04	0.021	37.170	2	24.490	383.256	99.535
run0640	MergerID000090	-118.335	-49.131	1.472522e+05	0.033	29.755	2	15.490	505.648	145.185
run0640	MergerID000091	123.552	14.913	1.722652e+05	0.039	52.908	2	13.590	1255.531	301.883
run0640	MergerID000093	107.039	86.356	1.372371e+05	0.031	46.057	2	17.640	516.061	114.957
run0640	MergerID000106	14.507	-23.879	1.992845e+05	0.045	12.618	2	19.610	345.907	79.956
run0640	MergerID000142	-73.208	-20.090	8.630435e+04	0.020	59.646	2	25.080	276.508	83.890
run0640	MergerID000157	-169.034	-26.496	9.578111e+04	0.022	79.349	2	12.550	893.703	219.856
run0640	MergerID000163	66.012	-82.662	1.271649e+05	0.029	40.632	2	19.740	504.992	102.827
run0640	MergerID000228	140.213	36.051	3.526011e+05	0.080	26.260	2	13.220	1233.499	364.621
run0640	MergerID000243	152.171	33.682	1.078312e+05	0.024	88.847	2	20.280	649.797	196.159
run0640	MergerID000287	43.752	-37.287	1.513121e+05	0.034	13.220	2	20.450	273.846	67.996
run0640	MergerID000288	-44.993	-16.129	8.977328e+04	0.020	57.884	2	27.990	325.266	83.785
run0640	MergerID000312	-42.337	-62.199	1.856430e+05	0.042	15.533	2	23.800	254.306	78.828
run0640	MergerID000355	-31.610	-2.132	1.294722e+05	0.029	47.568	2	20.670	593.013	141.277
run0640	MergerID000370	-152.671	29.761	2.031749e+05	0.046	26.112	2	16.290	492.010	119.835
run0640	MergerID000384	137.493	4.588	2.221194e+05	0.050	48.938	2	12.330	1251.125	333.095
run0640	MergerID000410	177.834	22.809	1.562049e+05	0.035	33.509	2	23.820	299.972	65.678
run0641	MergerID000055	147.007	-3.908	2.228502e+05	0.050	10.925	2	12.300	4769.076	996.084
run0641	MergerID000123	157.471	-6.723	1.888907e+05	0.043	18.218	2	15.780	652.813	149.565
run0641	MergerID000125	-97.858	-15.913	8.712345e+04	0.020	36.772	2	17.680	61.275	13.570
run0641	MergerID000127	146.377	60.275	1.183717e+05	0.027	6.649	2	25.350	36.140	9.384
run0641	MergerID000160	62.557	-5.440	1.079374e+05	0.024	47.944	2	14.890	95.135	21.612
run0641	MergerID000226	28.057	-21.463	7.481167e+04	0.017	4.289	2	39.360	12.498	3.385
run0641	MergerID000228	14.133	-17.552	1.530995e+05	0.035	30.235	2	17.110	254.044	45.686
run0641	MergerID000232	108.069	82.981	1.946433e+05	0.044	44.648	2	12.030	239.448	56.570
run0641	MergerID000239	-32.421	-51.625	1.800525e+05	0.041	31.419	2	14.980	2683.051	398.232
run0641	MergerID000291	163.250	4.599	2.099969e+05	0.047	31.196	2	12.620	1074.270	203.502
run0641	MergerID000295	134.905	-39.287	1.137949e+05	0.026	37.579	2	13.840	249.690	64.376
run0642	MergerID000033	41.269	39.797	1.121573e+05	0.025	8.923	2	15.560	134.602	26.133
run0642	MergerID000051	-8.540	52.007	1.464714e+05	0.033	35.451	2	12.260	64.626	16.373
run0642	MergerID000111	78.529	-64.106	1.881839e+05	0.043	20.806	2	15.590	54.738	12.380
run0642	MergerID000161	108.385	68.478	1.076664e+05	0.024	35.285	2	19.520	57.944	12.498
run0642	MergerID000178	16.207	39.969	8.112864e+04	0.018	52.929	2	14.260	389.403	56.928
run0642	MergerID000185	31.118	-20.867	1.719005e+05	0.039	7.163	2	17.740	82.903	17.642
run0642	MergerID000258	119.583	75.188	1.230247e+05	0.028	50.402	2	14.070	202.621	55.967
run0642	MergerID000304	36.698	12.105	6.633838e+04	0.015	50.631	2	17.780	87.739	21.163
run0642	MergerID000313	-15.028	-38.567	7.962517e+04	0.018	74.862	2	15.120	145.998	17.724
run0642	MergerID000321	154.210	73.206	1.490374e+05	0.034	62.052	2	12.080	283.347	57.721
run0642	MergerID000351	-5.543	-55.171	1.841887e+05	0.042	33.272	2	14.580	343.750	47.991
run0642	MergerID000406	-157.370	-36.958	7.032420e+04	0.016	59.818	2	15.200	175.137	31.070
run0642	MergerID000434	179.949	20.802	1.625280e+05	0.037	56.955	2	12.300	1179.457	244.785
run0642	MergerID000448	-178.967	7.485	1.922410e+05	0.043	20.094	2	14.500	216.698	52.971
run0642	MergerID000462	66.648	-49.632	2.723792e+05	0.062	5.607	2	13.390	79.166	20.809
run0642	MergerID000473	-2.020	-31.703	6.359065e+04	0.014	52.278	2	31.840	40.529	11.183
run0643	MergerID000006	-88.124	-37.010	5.903829e+04	0.013	62.574	2	17.670	48.723	8.034
run0643	MergerID000010	-153.410	-41.075	1.201862e+05	0.027	29.686	2	13.060	206.571	48.315
run0643	MergerID000013	90.968	3.308	1.496945e+05	0.034	13.358	2	15.140	98.791	31.083
run0643	MergerID000042	60.871	-37.277	4.337023e+04	0.010	86.725	2	25.110	49.757	10.228
run0643	MergerID000076	73.582	8.815	8.135475e+04	0.018	50.726	2	13.840	159.023	48.332
run0643	MergerID000122	95.499	-63.081	1.178229e+05	0.027	34.748	2	16.160	68.589	15.117
run0643	MergerID000160	10.548	-48.473	3.324862e+05	0.075	15.050	2	12.150	226.511	48.109
run0643	MergerID000166	151.288	4.892	9.886461e+04	0.022	63.056	2	17.480	206.312	52.282
run0643	MergerID000180	31.433	9.552	1.251888e+05	0.028	19.490	2	14.380	188.979	41.578
run0643	MergerID000263	32.631	-42.730	2.089387e+05	0.047	37.107	2	12.140	276.639	67.616
run0643	MergerID000337	-22.828	18.514	1.354869e+05	0.031	43.414	2	12.850	206.932	47.830
run0643	MergerID000341	23.177	5.470	6.696259e+04	0.015	60.067	2	15.890	3179.716	555.875
run0643	MergerID000358	68.916	-48.154	1.992574e+05	0.045	27.341	2	13.340	98.476	25.113
run0643	MergerID000410	-146.559	-13.731	3.333551e+04	0.008	25.015	2	48.080	11.401	1.500
run0643	MergerID000435	112.342	-21.199	1.649724e+05	0.037	26.540	2	13.910	144.122	37.699
run0644	MergerID000032	-179.358	25.628	1.494202e+05	0.034	27.659	2	22.030	65.471	17.058
run0644	MergerID000047	96.841	66.476	1.772548e+05	0.040	35.337	2	12.750	275.223	60.941
run0644	MergerID000065	-173.042	41.655	8.622606e+04	0.020	82.804	2	15.440	255.512	59.164
run0644	MergerID000127	-133.214	37.071	1.470325e+05	0.033	52.944	2	12.990	172.554	42.889
run0644	MergerID000129	-165.993	37.628	2.099370e+05	0.047	42.526	2	13.340	143.139	37.109
run0644	MergerID000147	-161.420	64.439	2.034511e+05	0.046	37.936	2	12.790	225.183	46.397
run0644	MergerID000223	69.737	-23.318	3.673734e+04	0.008	12.111	2	73.140	5.132	1.284
run0644	MergerID000228	-143.218	-68.112	1.525262e+05	0.034	22.530	2	13.590	191.847	44.027
run0644	MergerID000242	121.344	25.941	8.920587e+04	0.020	89.159	2	14.080	988.347	206.794
run0644	MergerID000249	72.028	74.432	1.078230e+05	0.024	28.112	2	19.540	96.011	23.585
run0644	MergerID000254	135.066	20.068	1.671001e+05	0.038	31.918	2	14.850	475.398	110.908
run0644	MergerID000259	-16.449	-35.743	1.268837e+05	0.029	37.363	2	21.720	160.348	51.433
run0644	MergerID000270	-157.125	50.117	1.760295e+05	0.040	30.978	2	16.730	97.715	20.074
run0644	MergerID000308	92.885	-22.003	1.913223e+05	0.043	19.167	2	14.240	115.183	34.011
run0644	MergerID000340	162.955	26.673	2.000895e+05	0.045	27.045	2	15.140	287.065	68.914
run0644	MergerID000423	-5.330	-11.230	2.539830e+05	0.057	24.422	2	13.430	747.286	122.563
run0645	MergerID000004	-87.181	17.062	1.889532e+05	0.043	25.067	2	13.280	144.788	38.807
run0645	MergerID000037	66.720	-40.623	1.910935e+05	0.043	45.185	2	12.710	86.192	22.418
run0645	MergerID000060	-91.987	18.525	2.310350e+05	0.052	17.596	2	12.380	210.112	64.088
run0645	MergerID000072	157.319	15.440	9.491162e+04	0.021	52.734	2	24.950	96.853	26.608
run0645	MergerID000104	-16.010	-16.097	2.545487e+05	0.058	5.225	2	14.910	271.669	71.589
run0645	MergerID000197	57.006	-72.886	9.153398e+04	0.021	37.650	2	24.780	15.457	3.972
run0645	MergerID000329	68.259	-6.359	1.471397e+05	0.033	42.587	2	12.450	186.785	52.764
run0645	MergerID000485	-101.002	-30.535	7.388998e+04	0.017	45.257	2	13.290	102.459	25.080
run0646	MergerID000143	-179.481	52.495	1.735836e+05	0.039	49.179	2	13.640	180.878	38.224
run0646	MergerID000147	-171.128	36.807	2.254622e+05	0.051	35.416	2	12.170	229.809	51.676
run0646	MergerID000151	145.292	28.727	1.499752e+05	0.034	61.627	2	14.180	533.161	113.396
run0646	MergerID000171	-94.921	-54.843	7.495347e+04	0.017	44.098	2	19.730	77.218	17.104
run0646	MergerID000182	66.981	-40.521	1.201915e+05	0.027	59.831	2	14.660	167.531	39.063
run0646	MergerID000218	124.268	-75.141	1.418933e+05	0.032	24.627	2	15.670	61.741	12.553
run0646	MergerID000283	137.329	7.831	1.171236e+05	0.026	52.402	2	17.800	207.397	59.419
run0646	MergerID000362	-25.645	31.329	8.538441e+04	0.019	65.725	2	12.810	74.064	19.500
run0646	MergerID000365	8.418	-19.565	1.295664e+05	0.029	26.804	2	21.650	70.065	19.789
run0646	MergerID000369	133.308	52.484	1.503849e+05	0.034	29.450	2	16.240	865.489	49.866
run0646	MergerID000403	-85.814	8.152	1.310098e+05	0.030	38.265	2	14.810	104.535	33.077
run0646	MergerID000445	72.686	-54.878	1.015874e+05	0.023	60.587	2	16.450	54.351	14.350
run0646	MergerID000456	7.111	-69.294	1.465099e+05	0.033	47.408	2	15.560	133.976	30.323
run0647	MergerID000043	155.816	52.690	1.535035e+05	0.035	56.643	2	12.760	879.465	86.959
run0647	MergerID000064	179.787	27.298	1.228436e+05	0.028	59.611	2	16.870	131.628	36.532
run0647	MergerID000091	8.531	-68.126	7.234675e+04	0.016	26.656	2	36.610	10.902	2.488
run0647	MergerID000116	160.013	29.098	2.618747e+05	0.059	34.093	2	12.260	402.192	96.204
